time,flux
0.0,0.9502043679440688
0.013506753376688344,0.9505650668206327
0.027013506753376687,0.9481513112154623
0.04052026013006503,0.9493136734753
0.054027013506753374,0.9504570582410103
0.06753376688344172,0.9488665560393051
0.08104052026013006,0.9499493523986028
0.0945472736368184,0.9498396402254038
0.10805402701350675,0.9490182058699568
0.12156078039019509,0.9508070624922877
0.13506753376688344,0.9506347275721463
0.1485742871435718,0.9512402149936354
0.16208104052026012,0.9510571647153079
0.17558779389694845,0.9492412893573906
0.1890945472736368,0.9503485828940867
0.20260130065032517,0.9997798233327534
0.2161080540270135,0.9994052565360266
0.22961480740370183,0.999725611629588
0.24312156078039018,1.0008732811713044
0.25662831415707854,0.9989201293000375
0.27013506753376687,0.9995739970229138
0.2836418209104552,0.9999868527554604
0.2971485742871436,1.0001132698475212
0.3106553276638319,1.0002001045602034
0.32416208104052024,1.000353288225342
0.3376688344172086,1.0014794954571589
0.3511755877938969,1.0001257737496672
0.3646823411705853,0.9998515446654493
0.3781890945472736,1.000714528279049
0.39169584792396195,0.9982979999312285
0.40520260130065033,1.0005400861596487
0.41870935467733866,1.0004842118993367
0.432216108054027,0.9994880986009599
0.4457228614307153,1.0005125021522034
0.45922961480740365,1.0001584669620396
0.47273636818409204,1.0001807057758185
0.48624312156078037,0.9995345971680702
0.4997498749374687,0.9994429339452879
0.5132566283141571,0.9993417027212026
0.5267633816908454,0.9981313278499608
0.5402701350675337,1.0000671908079988
0.5537768884442221,1.000881610889218
0.5672836418209104,1.0000298082698995
0.5807903951975988,1.0000377247298
0.5942971485742872,0.9988927080182487
0.6078039019509754,1.000422462313363
0.6213106553276638,0.9992209333899055
0.6348174087043521,0.9989712877648667
0.6483241620810405,1.0005505901978433
0.6618309154577289,0.9985905670754742
0.6753376688344171,0.9997867764374924
0.6888444222111055,0.9994621640321585
0.7023511755877938,0.9996923187113312
0.7158579289644822,1.000334029657258
0.7293646823411706,1.0002707348406423
0.7428714357178589,1.0011639568004276
0.7563781890945472,0.9986616827624173
0.7698849424712356,1.0014374198642004
0.7833916958479239,1.0013397584772428
0.7968984492246123,0.9982157933784179
0.8104052026013007,0.9999200275455572
0.8239119559779889,0.9998663580102167
0.8374187093546773,0.9999228168065181
0.8509254627313656,0.9983805073258576
0.864432216108054,0.9982069275174948
0.8779389694847424,1.000068630811797
0.8914457228614306,0.9992762996256037
0.904952476238119,1.0012060826950444
0.9184592296148073,0.9996263983676571
0.9319659829914957,0.9979538467780206
0.9454727363681841,1.0001441919447358
0.9589794897448723,0.998171240196167
0.9724862431215607,1.0001420181645047
0.9859929964982491,0.9990448311412616
0.9994997498749374,1.0000335977620636
1.0130065032516258,1.0004311081203632
1.0265132566283142,1.0002415697123477
1.0400200100050025,1.0010741789148099
1.0535267633816907,1.000533394142002
1.067033516758379,0.9998453272525135
1.0805402701350675,0.9992029940557001
1.0940470235117559,1.0001085795242146
1.1075537768884443,0.9999255709300416
1.1210605302651324,1.0008412839970253
1.1345672836418208,1.000457681566221
1.1480740370185092,0.9999530885946338
1.1615807903951976,1.0008812332702375
1.175087543771886,0.9993995044757445
1.1885942971485743,0.999242347026095
1.2021010505252625,1.0010576364363089
1.215607803901951,0.9991312570578513
1.2291145572786393,0.998862450115162
1.2426213106553277,0.998603578531705
1.256128064032016,1.0014197877037059
1.2696348174087042,1.0003407515493914
1.2831415707853926,0.9995691112748876
1.296648324162081,0.9999069953422101
1.3101550775387694,1.0012354168151323
1.3236618309154577,1.0003365271512483
1.337168584292146,1.0000769161967338
1.3506753376688343,1.000660880472741
1.3641820910455227,0.999680374423053
1.377688844422211,0.9982788230094493
1.3911955977988995,0.9993341112000558
1.4047023511755876,0.9975449836400444
