time,flux
0.0,0.9856426976781835
0.013506753376688344,0.9831688345386224
0.027013506753376687,0.9894334396364618
0.04052026013006503,0.9835884256191868
0.054027013506753374,0.9971073312131973
0.06753376688344172,0.9995012193773379
0.08104052026013006,0.9999360717904161
0.0945472736368184,1.0054727423694778
0.10805402701350675,0.9981160046703055
0.12156078039019509,1.0010630203662407
0.13506753376688344,0.996509321690439
0.1485742871435718,1.0014755992531614
0.16208104052026012,1.0018684281838925
0.17558779389694845,0.9977721479446503
0.1890945472736368,0.9980824840574465
0.20260130065032517,0.9962264225448416
0.2161080540270135,0.9983930258720608
0.22961480740370183,0.9957280871307446
0.24312156078039018,1.0004171968855213
0.25662831415707854,1.0021120340315015
0.27013506753376687,1.0023977173233882
0.2836418209104552,0.9987425934314029
0.2971485742871436,1.00132785135687
0.3106553276638319,0.9971738346143832
0.32416208104052024,0.9967551428411425
0.3376688344172086,1.0028595491014642
0.3511755877938969,0.998841562559358
0.3646823411705853,0.9999615389016953
0.3781890945472736,1.000737358721381
0.39169584792396195,0.9989387029229526
0.40520260130065033,1.0011342942187853
0.41870935467733866,0.9993092902573446
0.432216108054027,0.9978176952727232
0.4457228614307153,0.9945523144074804
0.45922961480740365,0.9949588884607241
0.47273636818409204,0.9986554087675054
0.48624312156078037,0.996707467435222
0.4997498749374687,1.0022399043657961
0.5132566283141571,1.0044501431599495
0.5267633816908454,0.998934774273827
0.5402701350675337,1.0006416650898249
0.5537768884442221,1.0003357318012334
0.5672836418209104,0.9991042876842664
0.5807903951975988,0.9980796095636468
0.5942971485742872,0.9995407611952337
0.6078039019509754,0.9995428174617328
0.6213106553276638,0.9989335821480357
0.6348174087043521,1.0003290484205805
0.6483241620810405,1.0023078737466906
0.6618309154577289,1.0007148150807674
0.6753376688344171,1.0029719865348221
0.6888444222111055,1.000970421472421
0.7023511755877938,1.0026106640045682
0.7158579289644822,0.997973188164391
0.7293646823411706,1.001294389102578
0.7428714357178589,0.9994676551372622
0.7563781890945472,1.002210545454949
0.7698849424712356,1.000401103248373
0.7833916958479239,0.9984770925461343
0.7968984492246123,0.9999256396517129
0.8104052026013007,1.0013758306380927
0.8239119559779889,1.0027469995646536
0.8374187093546773,1.0011057862989143
0.8509254627313656,0.9995715755629108
0.864432216108054,1.0012821364471791
0.8779389694847424,1.000210383691425
0.8914457228614306,0.9983303982414877
0.904952476238119,0.9981934467340793
0.9184592296148073,1.0000469732216006
0.9319659829914957,0.9984360085594309
0.9454727363681841,0.9979665797919544
0.9589794897448723,0.99702259145989
0.9724862431215607,1.0016916836255096
0.9859929964982491,1.0009000457262958
0.9994997498749374,0.9971205235470029
1.0130065032516258,1.0005424628453345
1.0265132566283142,1.0006808895875328
1.0400200100050025,1.001473253125067
1.0535267633816907,0.9996199303872464
1.067033516758379,1.0016952438472444
1.0805402701350675,1.0032893740595155
1.0940470235117559,1.0017181246042517
1.1075537768884443,0.9965874865673339
1.1210605302651324,0.9971282833450993
1.1345672836418208,1.0020206747981637
1.1480740370185092,1.0038246213598718
1.1615807903951976,0.9972304894993909
1.175087543771886,0.9985113108971819
1.1885942971485743,1.0006771027489367
1.2021010505252625,0.9995700073892757
1.215607803901951,1.0013531784249332
1.2291145572786393,1.0038435124437213
1.2426213106553277,1.0007226835478875
1.256128064032016,0.9974457390081806
1.2696348174087042,0.9979282869158836
1.2831415707853926,0.9985231420281843
1.296648324162081,0.9985716031204009
1.3101550775387694,0.9987815760659065
1.3236618309154577,1.0006509318893024
1.337168584292146,0.9988698367727377
1.3506753376688343,0.9964059064791096
1.3641820910455227,1.0021701579176139
1.377688844422211,1.0010102450419391
1.3911955977988995,1.0013636594331865
1.4047023511755876,1.0024952445952002
1.418209104552276,0.9998978059067782
1.4317158579289644,1.0024368573557845
1.4452226113056528,0.9968473299776662
1.4587293646823412,1.0026463484134802
1.4722361180590295,0.9992394245708605
1.4857428714357177,0.9995374717608704
1.499249624812406,0.9998557148997975
1.5127563781890945,0.9995745947815126
1.5262631315657829,1.000073351914473
1.5397698849424712,1.003682579955132
1.5532766383191594,0.9984849761921579
1.5667833916958478,0.9982702872384756
1.5802901450725362,1.001147776957457
1.5937968984492246,1.0007377012711556
1.607303651825913,1.0023117065520932
1.6208104052026013,1.0010098970648227
1.6343171585792895,1.0021408942435168
1.6478239119559779,1.0005211725960568
1.6613306653326663,1.0012618887220777
1.6748374187093547,1.0000428910840349
1.688344172086043,0.9998750168517468
1.7018509254627312,1.0014127326651907
1.7153576788394196,0.9998469215168114
1.728864432216108,1.0021905354541685
1.7423711855927964,0.998036033892092
1.7558779389694847,1.0034046419870681
1.769384692346173,0.9976648533913791
1.7828914457228613,0.9958842353349818
1.7963981990995497,0.9988731088470131
1.809904952476238,1.0015423563194445
1.8234117058529264,0.9973297404720738
1.8369184592296146,0.9984342273962199
1.850425212606303,0.9963936992459388
1.8639319659829914,0.9977661467458936
1.8774387193596798,0.9969118878619667
1.8909454727363681,1.0008348662271382
1.9044522261130565,1.002658506978357
1.9179589794897447,0.9992641793792424
1.931465732866433,1.0006370333157464
1.9449724862431215,1.000023403270737
1.9584792396198099,0.9987308410175633
1.9719859929964982,0.9986849950202605
1.9854927463731864,0.9982797512247483
1.9989994997498748,1.0006746059454885
2.0125062531265634,1.0001722199643899
2.0260130065032516,0.9985965750465385
2.0395197598799397,1.00267278501248
2.0530265132566283,1.001228434742241
2.0665332666333165,1.0025869081229313
2.080040020010005,0.9976870176084462
2.0935467733866933,0.9983307697328905
2.1070535267633814,0.9966794910083104
2.12056028014007,1.0023586700199039
2.134067033516758,0.9993499083161553
2.147573786893447,1.0007215419680386
2.161080540270135,1.000188416949437
2.174587293646823,1.0009147917604828
2.1880940470235117,0.9982692373912411
2.2016008004002,1.0008750874722723
2.2151075537768885,1.0002698887562547
2.2286143071535767,0.9965184042578824
2.242121060530265,0.9968293006343486
2.2556278139069534,0.9982136797570625
2.2691345672836416,1.0013397429423747
2.28264132066033,0.9986574424366944
2.2961480740370184,1.0015830025961157
2.3096548274137065,1.0002231987885437
2.323161580790395,1.0006877810795987
2.3366683341670833,1.0035268532624178
2.350175087543772,1.0023473140877857
2.36368184092046,0.9994761270307078
2.3771885942971487,0.997327939704924
2.390695347673837,1.000436999252798
2.404202101050525,0.9978382832969697
2.4177088544272136,0.999548511757958
2.431215607803902,0.9977302337316778
2.4447223611805904,0.9996359737224659
2.4582291145572785,0.9974179562464452
2.4717358679339667,0.9998468524562707
2.4852426213106553,0.9985819319854553
2.4987493746873435,1.0030789138143235
2.512256128064032,1.0032760111973105
2.5257628814407203,1.000450705536623
2.5392696348174084,1.0010090023425144
2.552776388194097,1.0024127079568923
2.566283141570785,1.0042458213883645
2.579789894947474,1.0011782900950157
2.593296648324162,0.9976291115592872
2.60680340170085,1.0013741004907013
2.6203101550775387,0.9975081571227141
2.633816908454227,1.0038539065558214
2.6473236618309155,0.996744240609476
2.6608304152076037,0.9950519061862942
2.674337168584292,0.9996051581313558
2.6878439219609804,0.9995209816430836
2.7013506753376686,1.002909167955431
2.714857428714357,0.9995495138898265
2.7283641820910454,1.0008340590230478
2.7418709354677335,0.9986841610899887
2.755377688844422,0.9989146084688914
2.7688844422211103,1.0027884712415702
2.782391195597799,1.0011314568220797
2.795897948974487,1.0010494528729619
2.8094047023511752,0.9997641969845025
2.822911455727864,0.998445829135681
2.836418209104552,0.9975594749076602
2.8499249624812406,0.9999643864037772
2.8634317158579288,1.0013836141821038
2.8769384692346174,1.000913792330605
2.8904452226113055,1.0014280548743886
2.9039519759879937,0.9986095472128095
2.9174587293646823,1.0007331894774814
2.9309654827413705,0.9959924928606686
2.944472236118059,1.000996659899527
2.9579789894947472,1.0007799094470118
2.9714857428714354,0.9995908169380008
2.984992496248124,1.0011082645216798
